,X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
1196,1430778,8650.0,8650.0,0,13.59%,293.92,2,11,Online Consultant,3,32000.0,Source Verified,Jun-17,Current,n,,1,Credit card refinancing,112xx,33,25.81,0.1359
1197,417489,15000.0,14975.0,1,15.61%,361.67,2,14,School bus driver,3,45000.0,Source Verified,Apr-14,Fully Paid,n,,2,Debt consolidation,079xx,30,20.32,0.1561
1198,625285,10000.0,10000.0,0,12.69%,335.45,2,11,Sales,2,30000.0,Verified,Aug-15,Fully Paid,n,,2,Debt consolidation,895xx,32,21.52,0.1269
1199,1949767,16000.0,16000.0,0,6.71%,491.92,0,2,General Manager,1,65000.0,Not Verified,May-18,Current,n,,2,Debt consolidation,720xx,2,28.45,0.0671
1200,522190,12000.0,12000.0,0,7.89%,375.43,0,4,Recruiter,3,124800.0,Source Verified,Nov-15,Fully Paid,n,,2,Debt consolidation,951xx,4,12.39,0.0789
1201,497677,16000.0,16000.0,0,11.99%,531.36,2,10,Claim Rep,3,67000.0,Verified,Dec-15,Fully Paid,n,,2,Debt consolidation,113xx,33,28.26,0.1199
1202,247,14125.0,14125.0,0,9.91%,455.18,1,5,Citizens Utility Board of Oregon,3,33000.0,Verified,Dec-11,Fully Paid,n,"  Borrower added on 12/12/11 > I've racked up a bit of credit card debt but I have a decent credit score.  I've already cut up my cards, I just really need help to get them down and manageable at a lower APR.   I've always been able to pay my bills on time, and this loan is definitely within my capabilities of paying off each month.<br><br>Thank you for your consideration.<br>",2,Debt Consolidation,972xx,36,23.13,0.0991
1203,840301,15000.0,15000.0,0,13.33%,507.8,2,12,Engineer ,1,135000.0,Not Verified,Feb-15,Fully Paid,n,,2,Debt consolidation,711xx,17,13.02,0.1333
1204,1944899,35000.0,35000.0,1,18.45%,897.37,3,16,Team Lead,3,83000.0,Not Verified,May-18,Current,n,,9,Other,275xx,26,3.24,0.1845
1205,1629971,13600.0,13600.0,0,14.08%,465.35,2,12,Sales,1,109000.0,Verified,Jul-17,Fully Paid,n,,2,Debt consolidation,346xx,9,9.98,0.1408
1206,478285,10000.0,10000.0,0,12.59%,334.97,2,11,Emergency Response Tech,1,150000.0,Not Verified,Dec-15,Charged Off,n,,0,Car financing,080xx,30,15.7,0.1259
1207,1343935,13275.0,13275.0,0,12.74%,445.63,2,10,,2,50400.0,Verified,Mar-17,Current,n,,4,Home improvement,945xx,4,15.79,0.1274
1208,647213,35000.0,35000.0,1,21.99%,966.47,5,25,Sales Manager,2,200000.0,Source Verified,Aug-15,Fully Paid,n,,7,Medical expenses,601xx,13,8.45,0.2199
1209,2040153,3000.0,3000.0,0,26.31%,121.37,4,23,Casino Dealer,3,50000.0,Verified,Sep-18,Current,n,,5,Home buying,084xx,30,0.41,0.2631
1210,1075613,7500.0,7500.0,0,13.67%,255.14,2,12,QA Lab Tech 2,2,38976.0,Source Verified,May-16,Fully Paid,n,,2,Debt consolidation,790xx,42,25.37,0.1367
1211,1830951,30000.0,30000.0,0,7.35%,931.13,0,3,Managing Member,1,150000.0,Source Verified,Feb-18,Current,n,,1,Credit card refinancing,773xx,42,26.64,0.0735
1212,1644939,10000.0,10000.0,1,21.45%,273.08,3,19,quality control,3,30160.0,Source Verified,Jul-17,Current,n,,2,Debt consolidation,689xx,28,20.06,0.2145
1213,1062108,30000.0,30000.0,1,7.89%,606.72,0,4,Co-CEO,1,228000.0,Source Verified,May-16,Fully Paid,n,,4,Home improvement,371xx,41,12.78,0.0789
1214,544029,3000.0,3000.0,0,12.05%,99.72,2,10,Certified Nursing Assistant,1,32000.0,Verified,Nov-15,Charged Off,n,,9,Other,112xx,33,29.86,0.1205
1215,1688109,5000.0,5000.0,0,7.35%,155.19,0,3,Billing specialist,3,42000.0,Not Verified,Nov-17,Current,n,,1,Credit card refinancing,372xx,2,17.1,0.0735
1216,64029,19750.0,19750.0,0,17.10%,705.13,2,14,machine operator,1,45000.0,Source Verified,Nov-13,Fully Paid,n,,2,Debt Loan,180xx,37,15.39,0.171
1217,323367,15000.0,15000.0,1,10.15%,319.82,1,6,Project Manager,1,105000.0,Not Verified,Aug-14,Fully Paid,n,,2,Debt consolidation,640xx,23,10.34,0.1015
1218,1472658,14250.0,14250.0,1,16.99%,354.08,3,15,,3,31000.0,Not Verified,May-17,Fully Paid,n,,2,Debt consolidation,775xx,42,21.73,0.1699
1219,1340840,20000.0,20000.0,0,11.49%,659.43,1,9,Regional Sales Director,3,110000.0,Source Verified,Mar-17,Fully Paid,n,,2,Debt consolidation,950xx,4,20.84,0.1149
1220,1161464,5000.0,5000.0,0,10.99%,163.67,1,8,Office Manager,3,24000.0,Verified,Aug-16,Fully Paid,n,,2,Debt consolidation,937xx,4,24.05,0.1099
1221,607655,10000.0,10000.0,0,8.18%,314.2,1,5,,1,107008.0,Source Verified,Sep-15,Fully Paid,n,,1,Credit card refinancing,015xx,18,9.35,0.0818
1222,1744432,30000.0,30000.0,1,13.59%,691.69,2,11,Training Integrator,3,65000.0,Source Verified,Oct-17,Current,n,,1,Credit card refinancing,762xx,42,19.42,0.1359
1223,831586,5000.0,5000.0,0,9.99%,161.32,1,7,,3,22000.0,Verified,Mar-15,Fully Paid,n,,2,Debt consolidation,920xx,4,20.35,0.0999
1224,1395663,35000.0,35000.0,0,19.99%,1300.55,3,18,Principal,3,130000.0,Verified,Jan-17,Fully Paid,n,,9,Other,606xx,13,22.41,0.1999
1225,1717197,30000.0,30000.0,0,18.06%,1085.48,3,16,Manager ,1,30000.0,Verified,Nov-17,Current,n,,2,Debt consolidation,757xx,42,36.32,0.1806
1226,1548684,8000.0,8000.0,0,10.42%,259.72,1,7,Applications Consultant ,1,100000.0,Verified,Sep-17,Current,n,,1,Credit card refinancing,273xx,26,28.45,0.1042
1227,993194,15000.0,15000.0,0,7.49%,466.53,0,3,Senior Statistician,1,180000.0,Not Verified,Jan-16,Fully Paid,n,,2,Debt consolidation,891xx,32,9.35,0.0749
1228,709509,5000.0,5000.0,0,7.89%,156.43,0,4,Starbucks manager ,3,35000.0,Verified,Jun-15,Fully Paid,n,,2,Debt consolidation,954xx,4,4.21,0.0789
1229,110297,10000.0,9925.0,0,9.71%,321.32,1,5,lamborghini sarasota,3,63000.0,Not Verified,Aug-13,Fully Paid,n,  Borrower added on 07/20/13 > I would like to consolidate a few bills into one to make things easier for me and I like the interest rate on this loan.<br>,2,consolidation,342xx,9,7.1,0.0971
1230,1916414,8000.0,8000.0,0,14.03%,273.54,2,11,,3,31000.0,Not Verified,Jun-18,Current,n,,2,Debt consolidation,301xx,10,14.25,0.1403
1231,1416611,2325.0,2325.0,0,15.99%,81.73,2,14,Insurance authorizations,2,36000.0,Verified,Jan-17,Charged Off,n,,2,Debt consolidation,271xx,26,27.53,0.1599
1232,167591,8000.0,8000.0,0,16.29%,282.41,2,13,Techtron Systems,3,35000.0,Not Verified,Feb-13,Fully Paid,n,,2,All in One,440xx,34,27.84,0.1629
1233,1844173,16000.0,16000.0,1,15.05%,381.06,2,13,Manager,2,75000.0,Verified,Jan-18,Current,n,,4,Home improvement,281xx,26,39.65,0.1505
1234,732616,2000.0,2000.0,0,14.65%,68.99,2,14,Project Manager,2,90000.0,Not Verified,Jun-15,Fully Paid,n,,2,Debt consolidation,278xx,26,37.15,0.1465
1235,1640875,15400.0,15400.0,1,9.93%,326.68,1,6,Claims Examiner,3,80000.0,Not Verified,Jul-17,Current,n,,2,Debt consolidation,925xx,4,10.22,0.0993
1236,800045,30000.0,30000.0,0,7.89%,938.57,0,4,Technical Sales Support Specialist,3,78000.0,Verified,Apr-15,Fully Paid,n,,2,Debt consolidation,088xx,30,16.26,0.0789
1237,1412227,5000.0,5000.0,0,7.99%,156.66,0,4,,2,64979.0,Not Verified,Jan-17,Fully Paid,n,,2,Debt consolidation,282xx,26,22.81,0.0799
1238,801350,14325.0,14325.0,1,18.84%,370.34,4,21,detention officer,3,48000.0,Source Verified,Mar-15,Charged Off,n,,2,Debt consolidation,923xx,4,24.1,0.1884
1239,2058858,11200.0,11200.0,0,10.47%,363.87,1,6,Courier,2,59150.0,Not Verified,Aug-18,Current,n,,2,Debt consolidation,082xx,30,29.19,0.1047
1240,1636415,29475.0,29475.0,1,15.05%,701.99,2,13,Market Manager,1,185000.0,Not Verified,Jul-17,Current,n,,2,Debt consolidation,630xx,23,19.69,0.1505
1241,1163635,30575.0,30575.0,1,10.99%,664.63,1,8,Logistics Analyst 2,1,102000.0,Source Verified,Aug-16,Late (31-120 days),n,,2,Debt consolidation,857xx,3,21.5,0.1099
1242,455434,28000.0,28000.0,1,14.98%,665.83,2,12,Executive Director,3,131000.0,Verified,Feb-14,Charged Off,n,  Borrower added on 01/20/14 > I want to consolidate credit card debt and a car loan.<br>,2,consolidate me,189xx,37,15.4,0.1498
1243,638307,8000.0,8000.0,0,16.99%,285.19,3,17,Helpdesk Technician,3,38000.0,Verified,Aug-15,Fully Paid,n,,9,Other,282xx,26,9.03,0.1699
1244,1615944,40000.0,40000.0,1,24.85%,1170.54,4,22,Engineer,2,155000.0,Not Verified,Jul-17,Fully Paid,n,,2,Debt consolidation,957xx,4,21.99,0.2485
1245,1892156,9500.0,9500.0,0,8.08%,298.05,0,4,,1,48652.0,Not Verified,Jun-18,Current,n,,1,Credit card refinancing,853xx,3,11.45,0.0808
1246,325637,7700.0,7700.0,0,7.69%,240.2,0,3,property assistant,3,38000.0,Not Verified,Aug-14,Fully Paid,n,,1,Credit card refinancing,981xx,46,5.91,0.0769
1247,1070446,35000.0,35000.0,0,18.25%,1269.73,3,17,Owner,2,118000.0,Verified,May-16,Late (16-30 days),n,,11,,328xx,9,17.95,0.1825
1248,1782219,4000.0,4000.0,0,20.39%,149.46,3,18,Controller,3,101037.0,Not Verified,Mar-18,Current,n,,1,Credit card refinancing,121xx,33,23.71,0.2039
1249,793836,14000.0,14000.0,1,12.29%,313.48,2,10,President,3,60000.0,Source Verified,Apr-15,Fully Paid,n,,9,Other,605xx,13,19.7,0.1229
1250,1747131,5000.0,5000.0,0,10.42%,162.33,1,7,Delivery Technician,3,35000.0,Not Verified,Oct-17,Current,n,,2,Debt consolidation,945xx,4,18.07,0.1042
1251,1217636,8000.0,8000.0,0,18.99%,293.21,3,17,Health inspector,2,70000.0,Source Verified,Jul-16,Current,n,,2,Debt consolidation,952xx,4,19.66,0.1899
1252,1520737,18000.0,18000.0,0,7.49%,559.83,0,3,teacher,1,50000.0,Not Verified,Apr-17,Current,n,,2,Debt consolidation,693xx,28,30.75,0.0749
1253,789497,12950.0,12950.0,0,12.69%,434.41,2,11,Operations Administrator ,3,32580.0,Not Verified,Apr-15,Charged Off,n,,2,Debt consolidation,984xx,46,22.42,0.1269
1254,1361367,7200.0,7200.0,0,11.39%,237.06,1,7,Sales manager,1,125000.0,Source Verified,Feb-17,Fully Paid,n,,1,Credit card refinancing,891xx,32,11.72,0.1139
1255,182902,21850.0,21850.0,1,23.28%,619.49,5,26,Roanoke City Public Schools,2,56000.0,Verified,Dec-12,Fully Paid,n,  Borrower added on 11/26/12 > My loan is to consolidate some bills and pay for my daughter's wedding.<br>,13,Happy,240xx,44,18.98,0.2328
1256,1019964,20000.0,20000.0,0,11.99%,664.2,2,10,,3,40000.0,Verified,Jan-16,Fully Paid,n,,2,Debt consolidation,958xx,4,25.17,0.1199
1257,502176,15000.0,15000.0,1,13.67%,346.47,2,13,IT Manager,1,134600.0,Not Verified,Dec-15,Fully Paid,n,,9,Other,300xx,10,16.49,0.1367
1258,1318706,25000.0,25000.0,0,14.49%,860.41,2,13,Sr Member Services ,3,550000.0,Verified,Oct-16,Late (16-30 days),n,,8,Moving and relocation,920xx,4,16.87,0.1449
1259,741140,10000.0,10000.0,0,16.99%,356.48,3,17,Para Legal,3,25000.0,Source Verified,May-15,Fully Paid,n,,1,Credit card refinancing,114xx,33,38.31,0.1699
1260,1626928,30000.0,30000.0,1,30.17%,973.74,5,27,Customer service supervisor ,1,60000.0,Source Verified,Jul-17,Current,n,,2,Debt consolidation,207xx,19,9.62,0.3017
1261,1271723,6000.0,6000.0,0,11.44%,197.69,1,8,Marketing Assistant,3,52000.0,Verified,Nov-16,Fully Paid,n,,9,Other,891xx,32,23.01,0.1144
1262,679592,11200.0,11200.0,1,17.57%,281.8,3,18,Travel agent,1,70000.0,Source Verified,Jul-15,Current,n,,2,Debt consolidation,180xx,37,16.01,0.1757
1263,1553335,35000.0,35000.0,0,12.62%,1172.9,2,10,Controller,2,85000.0,Verified,Sep-17,Fully Paid,n,,1,Credit card refinancing,334xx,9,23.25,0.1262
1264,343220,25000.0,24850.0,0,10.99%,818.35,1,7,Client Executive,1,82500.0,Source Verified,Jul-14,Fully Paid,n,,4,Home improvement,334xx,9,17.11,0.1099
1265,2072558,21700.0,21700.0,1,6.67%,426.32,0,1,claims ajudicator,1,70000.0,Not Verified,Aug-18,Current,n,,1,Credit card refinancing,190xx,37,8.09,0.0667
1266,921716,33000.0,33000.0,0,9.75%,1060.95,1,7,Police Lieutenant,1,82000.0,Source Verified,Mar-16,Fully Paid,n,,1,Credit card refinancing,283xx,26,20.88,0.0975
1267,1919192,15000.0,15000.0,1,16.46%,368.45,2,14,Assistant Professor,1,103000.0,Not Verified,May-18,Fully Paid,n,,4,Home improvement,170xx,37,28.4,0.1646
1268,1070248,14475.0,14475.0,0,10.75%,472.19,1,8,,3,28988.4,Verified,May-16,Fully Paid,n,,2,Debt consolidation,112xx,33,10.48,0.1075
1269,1584156,10000.0,10000.0,0,11.99%,332.1,1,9,VISA REP,3,67000.0,Not Verified,Aug-17,Current,n,,9,Other,921xx,4,33.58,0.1199
1270,848578,35000.0,35000.0,0,12.39%,1169.04,2,10,Vice President,1,200000.0,Source Verified,Feb-15,Fully Paid,n,,2,Debt consolidation,334xx,9,19.92,0.1239
1271,1911269,15000.0,15000.0,1,14.52%,353.09,2,12,Registered Nurse,3,55000.0,Verified,Jun-18,Current,n,,2,Debt consolidation,468xx,14,31.05,0.1452
1272,591639,16000.0,16000.0,0,12.69%,536.72,2,11,Broadcaster,1,125000.0,Verified,Oct-15,Fully Paid,n,,2,Debt consolidation,211xx,19,16.31,0.1269
1273,1185685,6000.0,6000.0,0,5.32%,180.69,0,0,Teacher of the Deaf,1,38000.0,Not Verified,Jul-16,Fully Paid,n,,4,Home improvement,151xx,37,7.11,0.0532
1274,764066,7000.0,7000.0,0,11.53%,230.94,1,9,Technology Manager,1,30000.0,Not Verified,Apr-15,Fully Paid,n,,2,Debt consolidation,808xx,5,20.96,0.1153
1275,11794,5000.0,5000.0,0,10.59%,162.73,1,6,Baum's Music,3,24000.0,Not Verified,Jul-11,Fully Paid,n,,2,Lending Club Loan,871xx,31,11.45,0.1059
1276,1016839,35000.0,34950.0,1,24.24%,1011.77,5,27,Sys Admin,1,90000.0,Verified,Jan-16,Current,n,,2,Debt consolidation,453xx,34,21.11,0.2424
1277,2072227,12000.0,12000.0,0,15.02%,416.11,2,12,Claims Adjustor,3,70000.0,Source Verified,Aug-18,Current,n,,1,Credit card refinancing,907xx,4,27.82,0.1502
1278,203101,13000.0,13000.0,0,12.12%,432.54,1,7,"Sycamore Networks, Inc.",1,90000.0,Not Verified,Aug-12,Fully Paid,n,"  Borrower added on 08/10/12 > debt consolidation, excellent credit, stable employment<br>",2,Consolidation Loan,014xx,18,11.6,0.1212
1279,1285079,10000.0,10000.0,0,7.49%,311.02,0,3,Sales manager,1,130000.0,Source Verified,Nov-16,Fully Paid,n,,2,Debt consolidation,325xx,9,13.27,0.0749
1280,998270,4200.0,4200.0,0,12.88%,141.28,2,11,factory worker,2,65000.0,Source Verified,Jan-16,Charged Off,n,,9,Other,680xx,28,14.22,0.1288
1281,191746,10000.0,10000.0,0,14.09%,342.22,1,9,Primedia,3,53000.0,Not Verified,Oct-12,Charged Off,n,,1,Decrease Debt,900xx,4,18.84,0.1409
1282,635460,7700.0,7700.0,0,10.99%,252.06,1,8,Adjunct Faculty,3,45000.0,Source Verified,Aug-15,Fully Paid,n,,9,Other,191xx,37,10.08,0.1099
1283,281685,17000.0,17000.0,0,13.35%,575.67,2,11,Sr Project Manager,1,65000.0,Verified,Oct-14,Fully Paid,n,,2,Debt consolidation,782xx,42,25.06,0.1335
1284,1068307,12000.0,12000.0,0,10.75%,391.45,1,8,Quality Manager,3,35000.0,Verified,May-16,Fully Paid,n,,2,Debt consolidation,027xx,18,25.24,0.1075
1285,832940,11200.0,11100.0,0,6.39%,342.71,0,1,Teacher,3,70000.0,Not Verified,Feb-15,Fully Paid,n,,2,Debt consolidation,925xx,4,14.54,0.0639
1286,1222595,35700.0,35700.0,1,26.24%,1073.96,4,24,Eng. Specialist,1,71400.0,Verified,Dec-16,Fully Paid,n,,2,Debt consolidation,337xx,9,19.38,0.2624
1287,639886,30675.0,30675.0,1,16.55%,754.96,3,16,Ramp agent,1,80000.0,Source Verified,Aug-15,Late (31-120 days),n,,2,Debt consolidation,891xx,32,38.27,0.1655
1288,1543953,29725.0,29725.0,1,10.42%,637.73,1,7,Technical Specialist ,2,69000.0,Not Verified,Sep-17,Current,n,,2,Debt consolidation,112xx,33,29.13,0.1042
1289,1031569,24000.0,24000.0,1,15.59%,578.42,2,14,Technical Service Manager ,1,85000.0,Not Verified,Jun-16,Fully Paid,n,,4,Home improvement,014xx,18,20.13,0.1559
1290,261873,18000.0,18000.0,1,12.99%,409.47,2,11,correction officer,3,70000.0,Source Verified,Nov-14,Charged Off,n,,1,Credit card refinancing,140xx,33,20.47,0.1299
1291,564180,9975.0,9975.0,0,13.33%,337.69,2,12,Technician,3,75000.0,Source Verified,Oct-15,Fully Paid,n,,2,Debt consolidation,587xx,27,24.86,0.1333
1292,1455970,18000.0,18000.0,1,16.02%,437.92,2,14,Teacher,3,100000.0,Not Verified,May-17,Current,n,,2,Debt consolidation,112xx,33,20.17,0.1602
1293,1857110,10000.0,10000.0,0,5.32%,301.15,0,0,Maintanance,1,65000.0,Source Verified,Jan-18,Current,n,,2,Debt consolidation,442xx,34,20.96,0.0532
1294,554669,10900.0,10900.0,0,13.33%,369.0,2,12,Administrative and Accounting Officer,1,62000.0,Source Verified,Oct-15,Fully Paid,n,,1,Credit card refinancing,560xx,22,19.53,0.1333
1295,1095752,10200.0,10200.0,0,6.97%,314.81,0,2,Admin. Asst.,1,73000.0,Verified,Apr-16,Fully Paid,n,,2,Debt consolidation,068xx,6,30.1,0.0697
1296,1137139,10000.0,10000.0,0,15.59%,349.55,2,14,Hskp,1,37000.0,Source Verified,Sep-16,Current,n,,2,Debt consolidation,891xx,32,25.77,0.1559
1297,1906210,10375.0,10375.0,0,10.07%,335.12,1,6,Sales,3,150000.0,Source Verified,Jun-18,Current,n,,6,Major purchase,770xx,42,18.53,0.1007
1298,218167,1500.0,1500.0,0,6.62%,46.06,0,1,Boston University,3,48963.0,Not Verified,May-12,Fully Paid,n,"  Borrower added on 04/30/12 > I would like to payoff some of the medical expenses on my credit card without the high interest rate. I have a steady income from my job at Boston University for the past two years that has been renewed for another 3 years. No mortgages, bankruptcies or delinquencies on my credit report.<br>",1,Refinance Credit Card,024xx,18,11.86,0.0662
1299,1553465,15000.0,15000.0,1,12.62%,338.39,2,10,Pipefitter foreman,1,115000.0,Source Verified,Sep-17,Fully Paid,n,,2,Debt consolidation,371xx,41,16.05,0.1262
1300,1568895,10000.0,10000.0,0,13.59%,339.79,2,11,Owner,3,70000.0,Not Verified,Aug-17,Current,n,,2,Debt consolidation,331xx,9,32.49,0.1359
1301,317928,20000.0,20000.0,1,10.15%,426.42,1,6,Systems Administrator,1,71000.0,Source Verified,Sep-14,Charged Off,n,,1,Credit card refinancing,472xx,14,17.17,0.1015
1302,1287051,12575.0,12575.0,1,25.49%,372.72,4,23,PSG,3,50000.0,Not Verified,Nov-16,Fully Paid,n,,2,Debt consolidation,460xx,14,28.54,0.2549
1303,1530769,3000.0,3000.0,0,18.06%,108.55,3,16,Server,3,45000.0,Source Verified,Sep-17,Current,n,,9,Other,334xx,9,9.2,0.1806
1304,251723,12000.0,12000.0,0,10.49%,389.98,1,7,mainenance,2,50000.0,Not Verified,Nov-14,Fully Paid,n,,1,Credit card refinancing,309xx,10,7.2,0.1049
1305,1688238,10000.0,10000.0,0,9.44%,320.05,1,5,Teachers assistant ,3,65000.0,Not Verified,Dec-17,Fully Paid,n,,1,Credit card refinancing,900xx,4,5.72,0.0944
1306,302058,6000.0,6000.0,0,6.03%,182.62,0,0,cashier,3,22200.0,Not Verified,Oct-14,Fully Paid,n,,1,Credit card refinancing,329xx,9,14.65,0.0603
1307,1966018,30000.0,30000.0,0,11.98%,996.15,1,9,Lead field tech,1,69000.0,Source Verified,Apr-18,Current,n,,2,Debt consolidation,322xx,9,32.35,0.1198
1308,1862463,24000.0,24000.0,0,6.08%,731.0,0,1,"Practice Leader, Advisory Services",1,120000.0,Not Verified,Jan-18,Current,n,,1,Credit card refinancing,020xx,18,8.76,0.0608
1309,349219,15000.0,15000.0,1,14.49%,352.85,2,13,Registered Nurse,1,80000.0,Not Verified,Jul-14,Charged Off,n,,2,Debt consolidation,441xx,34,23.69,0.1449
1310,483034,35000.0,34850.0,0,18.99%,1282.79,4,22,Executive Assistant,1,123238.0,Verified,Dec-15,Charged Off,n,,2,Debt consolidation,551xx,22,27.26,0.1899
1311,2044756,10000.0,10000.0,0,6.11%,304.72,0,0,Certified nurse assistant,1,80000.0,Not Verified,Aug-18,Current,n,,9,Other,945xx,4,4.14,0.0611
1312,836321,25000.0,25000.0,0,17.86%,902.06,3,19,FINANCE MANAGER,2,158000.0,Source Verified,Feb-15,Fully Paid,n,,2,Debt consolidation,283xx,26,10.23,0.1786
1313,787516,28000.0,28000.0,0,6.39%,856.78,0,1,Security Manger,1,290000.0,Source Verified,Apr-15,Fully Paid,n,,4,Home improvement,223xx,44,13.17,0.0639
1314,2051005,15000.0,15000.0,1,10.08%,319.3,1,5,teacher,1,99000.0,Not Verified,Aug-18,Current,n,,4,Home improvement,454xx,34,4.32,0.1008
1315,225310,20000.0,19975.0,1,13.67%,461.96,1,9,Community Hospital of San Bernardino,1,135000.0,Verified,Mar-12,Fully Paid,n,"  Borrower added on 02/20/12 > Purchased home that had numerous issues posing environmental hazards,  mold exposure etc., utilized credit cards for repairs as home was primary residence.<br>",1,Credit Card Refinance,923xx,4,12.27,0.1367
1316,1720823,8000.0,8000.0,0,16.02%,281.34,2,14,executive sales ,3,80000.0,Not Verified,Nov-17,Current,n,,2,Debt consolidation,902xx,4,26.56,0.1602
1317,59051,14000.0,14000.0,1,17.10%,348.69,2,14,Transplant Coordinator,1,90000.0,Verified,Nov-13,Fully Paid,n,,2,Debt consolidation,840xx,43,30.57,0.171
1318,1089899,14000.0,14000.0,0,9.16%,446.24,1,6,Benefits Manager,1,70000.0,Not Verified,Apr-16,Charged Off,n,,2,Debt consolidation,296xx,39,27.45,0.0916
1319,956583,33600.0,33600.0,0,11.47%,1107.52,1,9,Assistant Principal,3,98000.0,Source Verified,Feb-16,Fully Paid,n,,2,Debt consolidation,983xx,46,12.81,0.1147
1320,824093,7200.0,7200.0,0,12.29%,240.15,2,10,Direct Support Aid,1,35000.0,Source Verified,Mar-15,Fully Paid,n,,2,Debt consolidation,141xx,33,23.56,0.1229
1321,649663,8000.0,8000.0,0,12.69%,268.36,2,11,customer service staff,3,40000.0,Source Verified,Aug-15,Charged Off,n,,2,Debt consolidation,330xx,9,22.02,0.1269
1322,179589,33425.0,33375.0,0,16.29%,1179.92,2,13,Bae Systems,3,75000.0,Verified,Dec-12,Fully Paid,n,"  Borrower added on 12/10/12 > My wife and I need to consolidate all our revolving credit debt to one account, we are currently spending more then $400 per month in interest alone.  I recently graduated college and started a new career (7+ months ago) and it is time to square away our finances to start a family.<br>",2,Debt Consolidation,170xx,37,19.17,0.1629
1323,1124920,11000.0,11000.0,0,7.59%,342.63,0,2,Mechanical Engineer,3,65100.0,Source Verified,Sep-16,Current,n,,1,Credit card refinancing,063xx,6,20.46,0.0759
1324,1757752,20000.0,20000.0,0,11.99%,664.2,1,9,Maintenance Supervisor 2,3,64000.0,Not Verified,Oct-17,Current,n,,1,Credit card refinancing,140xx,33,15.81,0.1199
1325,145020,17000.0,17000.0,0,6.03%,517.41,0,0,Harland Financial Solutions,1,80000.0,Not Verified,Apr-13,Fully Paid,n,,2,debt consolidation,327xx,9,18.65,0.0603
1326,1676808,32600.0,32600.0,0,9.93%,1050.84,1,6,IT Senior Director,1,414600.0,Source Verified,Dec-17,Current,n,,2,Debt consolidation,925xx,4,6.65,0.0993
1327,1858130,18400.0,18400.0,0,6.08%,560.44,0,1,general manager,1,125000.0,Not Verified,Jan-18,Current,n,,1,Credit card refinancing,481xx,21,20.17,0.0608
1328,1074368,6000.0,6000.0,0,8.39%,189.1,1,5,Customer service ,3,41000.0,Not Verified,May-16,Current,n,,2,,917xx,4,26.87,0.0839
1329,63345,23325.0,23325.0,1,21.00%,631.02,4,20,Claims Adjuster,3,52000.0,Verified,Nov-13,Fully Paid,n,  Borrower added on 11/11/13 > To pay off credit cards<br>,2,CC,021xx,18,26.72,0.21
1330,2016135,7800.0,7800.0,0,16.14%,274.77,2,13,Technician,3,60000.0,Source Verified,Sep-18,Current,n,,2,Debt consolidation,063xx,6,13.54,0.1614
1331,1188794,10000.0,10000.0,0,10.99%,327.34,1,8,Owner/Operator,3,40000.0,Source Verified,Jul-16,Current,n,,2,Debt consolidation,152xx,37,24.87,0.1099
1332,1223959,12000.0,12000.0,0,7.24%,371.85,0,2,Educator,1,50000.0,Verified,Dec-16,Current,n,,2,Debt consolidation,284xx,26,8.47,0.0724
1333,1855824,5000.0,5000.0,0,7.35%,155.19,0,3,,1,17000.0,Verified,Jan-18,Current,n,,2,Debt consolidation,287xx,26,19.0,0.0735
1334,531828,18000.0,18000.0,1,12.05%,400.86,2,10,Board operator,1,110000.0,Not Verified,Nov-15,Current,n,,2,Debt consolidation,483xx,21,6.76,0.1205
1335,1173166,16800.0,16800.0,1,14.49%,395.19,2,13,Registered Nurse,3,95000.0,Verified,Aug-16,Charged Off,n,,2,Debt consolidation,850xx,3,14.34,0.1449
1336,1475198,5000.0,5000.0,0,13.59%,169.9,2,11,Senior System Analyst,1,101700.0,Not Verified,May-17,Current,n,,4,Home improvement,806xx,5,21.88,0.1359
1337,688492,27500.0,27500.0,0,7.89%,860.36,0,4,Teacher,2,55000.0,Source Verified,Jul-15,Fully Paid,n,,1,Credit card refinancing,945xx,4,23.14,0.0789
1338,818777,11000.0,11000.0,1,13.99%,255.9,2,13,Admission representative,3,51000.0,Source Verified,Mar-15,Fully Paid,n,,1,Credit card refinancing,346xx,9,18.21,0.1399
1339,1435270,25050.0,25050.0,1,26.30%,754.47,4,24,HCM System Analyst,1,68016.0,Verified,Jun-17,Charged Off,n,,2,Debt consolidation,801xx,5,11.06,0.263
1340,1640063,3600.0,3600.0,0,16.02%,126.61,2,14,Registered Nurse,2,58000.0,Source Verified,Jul-17,Fully Paid,n,,9,Other,857xx,3,12.81,0.1602
1341,218970,9000.0,9000.0,0,12.12%,299.45,1,7,EF International,3,45000.0,Source Verified,May-12,Fully Paid,n,,1,credit card refinace,968xx,11,13.04,0.1212
1342,2023322,10000.0,10000.0,0,16.14%,352.27,2,13,LVN,3,57000.0,Source Verified,Sep-18,Current,n,,2,Debt consolidation,794xx,42,21.81,0.1614
1343,1015898,30000.0,30000.0,1,14.85%,711.34,2,14,Senior Regulatory Operations Specialist,3,110000.0,Source Verified,Jan-16,Current,n,,1,Credit card refinancing,954xx,4,10.89,0.1485
